ID,Recency,Frequency,Monetary,LastAmount,FirstGiftDate,LastGiftDate,R_score,F_score,M_score,RFM_Score,RFM_Segment
18350,9202,1,50.0,50.0,2000-06-02,2000-06-02,1,1,1,3,At Risk / Lapsed
18355,6620,1,50.0,50.0,2007-06-28,2007-06-28,2,1,1,4,At Risk / Lapsed
18360,4795,14,2250.0,200.0,2000-06-26,2012-06-26,2,5,5,12,Regular
18369,7379,1,500.0,500.0,2005-05-30,2005-05-30,1,1,3,5,Regular
18380,5893,8,1450.0,200.0,2003-06-23,2009-06-24,2,5,4,11,Regular
18383,8288,1,10.0,10.0,2002-12-03,2002-12-03,1,1,1,3,At Risk / Lapsed
18388,6258,7,1950.0,500.0,2000-06-16,2008-06-24,2,4,5,11,Regular
18392,6252,9,900.0,200.0,2000-05-29,2008-06-30,2,5,4,11,Regular
18398,791,20,7000.0,500.0,2011-06-23,2023-06-13,5,5,5,15,Champion
18400,7715,4,650.0,100.0,2000-06-09,2004-06-28,1,4,4,9,Regular
18402,4792,3,700.0,500.0,2000-10-09,2012-06-29,2,3,4,9,Regular
18426,8674,2,2100.0,100.0,2000-10-20,2001-11-12,1,2,5,8,Regular
18437,6283,1,1000.0,1000.0,2008-05-30,2008-05-30,2,1,4,7,Regular
18441,7578,2,175.0,100.0,2000-10-26,2004-11-12,1,2,2,5,At Risk / Lapsed
18448,71,39,7890.0,200.0,2000-06-09,2025-06-02,5,5,5,15,Champion
18457,1516,23,3980.0,100.0,2000-07-31,2021-06-18,4,5,5,14,Champion
18463,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
18466,2255,3,170.0,100.0,2002-06-19,2019-06-10,4,3,2,9,Loyal
18467,2603,6,395.0,100.0,2011-06-29,2018-06-27,3,4,3,10,Regular
18472,412,1,200.0,200.0,2024-06-26,2024-06-26,5,1,2,8,Regular
18473,5530,1,25.0,25.0,2010-06-22,2010-06-22,2,1,1,4,At Risk / Lapsed
18475,4792,12,550.0,25.0,2000-05-29,2012-06-29,2,5,3,10,Regular
18485,1517,3,10250.0,250.0,2000-06-09,2021-06-17,4,3,5,12,Loyal
18488,4053,6,1850.0,1000.0,2001-06-22,2014-07-08,3,4,5,12,Regular
18494,1138,22,1680.0,100.0,2000-06-22,2022-07-01,4,5,4,13,Champion
18504,3766,1,600.0,600.0,2015-04-21,2015-04-21,3,1,3,7,Regular
18511,272,4,5500.0,1000.0,2000-06-22,2024-11-13,5,4,5,14,Champion
18516,4795,7,2250.0,500.0,2000-11-16,2012-06-26,2,4,5,11,Regular
18519,3696,17,24850.0,1000.0,2000-06-29,2015-06-30,3,5,5,13,Regular
18520,4065,13,12100.0,1000.0,2000-06-26,2014-06-26,3,5,5,13,Regular
18531,7620,8,550.0,50.0,2000-06-02,2004-10-01,1,5,3,9,Regular
18532,6571,5,280.0,50.0,2005-03-29,2007-08-16,2,4,3,9,Regular
18533,788,1,5000.0,5000.0,2023-06-16,2023-06-16,5,1,5,11,High Potential
18547,4436,17,1000.0,100.0,2000-06-29,2013-06-20,3,5,4,12,Regular
18555,1512,1,50.0,50.0,2021-06-22,2021-06-22,4,1,1,6,Regular
18556,6950,5,500.0,100.0,2000-06-29,2006-08-02,2,4,3,9,Regular
18558,42,14,1380.0,100.0,2004-02-24,2025-07-01,5,5,4,14,Champion
18560,2435,1,100.0,100.0,2018-12-12,2018-12-12,3,1,1,5,Regular
18576,7349,6,750.0,100.0,2000-06-26,2005-06-29,1,4,4,9,Regular
18578,7356,7,375.0,50.0,2000-06-16,2005-06-22,1,4,3,8,Regular
18581,394,1,10000.0,10000.0,2024-07-14,2024-07-14,5,1,5,11,High Potential
18582,1161,19,5300.0,1000.0,2000-06-02,2022-06-08,4,5,5,14,Champion
18583,8085,1,20.0,20.0,2003-06-24,2003-06-24,1,1,1,3,At Risk / Lapsed
18600,3016,11,2200.0,200.0,2013-03-13,2017-05-10,3,5,5,13,Regular
18612,8736,2,2250.0,2000.0,2000-05-29,2001-09-11,1,2,5,8,Regular
18614,7475,1,500000.0,500000.0,2005-02-23,2005-02-23,1,1,5,7,Regular
18618,3969,11,1850.0,200.0,2002-06-20,2014-09-30,3,5,5,13,Regular
18623,5164,2,100.0,50.0,2010-06-25,2011-06-23,2,2,1,5,At Risk / Lapsed
18632,4071,6,1200.0,200.0,2009-04-20,2014-06-20,3,4,4,11,Regular
18639,9182,1,20.0,20.0,2000-06-22,2000-06-22,1,1,1,3,At Risk / Lapsed
18646,314,1,400.0,400.0,2024-10-02,2024-10-02,5,1,3,9,Regular
18651,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
18658,6620,5,200.0,50.0,2002-06-27,2007-06-28,2,4,2,8,Regular
18660,8211,3,150.0,50.0,2000-07-03,2003-02-18,1,3,2,6,Regular
18675,995,2,350.0,250.0,2012-08-27,2022-11-21,5,2,3,10,Regular
18696,3346,19,2059.0,150.0,2002-07-22,2016-06-14,3,5,5,13,Regular
18699,141,17,4500.0,200.0,2016-04-01,2025-03-24,5,5,5,15,Champion
18705,5754,3,150.0,50.0,2006-06-22,2009-11-10,2,3,2,7,Regular
18707,2974,7,560.0,100.0,2009-06-30,2017-06-21,3,4,3,10,Regular
18712,4792,7,1300.0,200.0,2003-08-12,2012-06-29,2,4,4,10,Regular
18714,2870,13,2600.0,200.0,2013-03-13,2017-10-03,3,5,5,13,Regular
18721,13,4,24700.0,20000.0,2017-03-15,2025-07-30,5,4,5,14,Champion
18730,8825,1,50.0,50.0,2001-06-14,2001-06-14,1,1,1,3,At Risk / Lapsed
18736,7348,3,300.0,100.0,2001-06-19,2005-06-30,1,3,3,7,Regular
18738,6252,2,150.0,100.0,2000-06-02,2008-06-30,2,2,2,6,At Risk / Lapsed
18743,784,7,3300.0,500.0,2015-06-10,2023-06-20,5,4,5,14,Champion
18744,4442,1,200.0,200.0,2013-06-14,2013-06-14,3,1,2,6,Regular
18747,1855,6,850.0,100.0,2003-06-17,2020-07-14,4,4,4,12,Champion
18751,4733,6,450.0,75.0,2008-12-31,2012-08-27,2,4,3,9,Regular
18754,4792,17,300.0,20.0,2000-06-09,2012-06-29,2,5,3,10,Regular
18759,7669,1,150.0,150.0,2004-08-13,2004-08-13,1,1,2,4,At Risk / Lapsed
18770,2931,13,345.0,25.0,2000-06-29,2017-08-03,3,5,3,11,Regular
18772,8450,4,2000.0,500.0,2000-06-09,2002-06-24,1,4,5,10,Regular
18774,9206,1,40.0,40.0,2000-05-29,2000-05-29,1,1,1,3,At Risk / Lapsed
18779,7939,3,60.0,20.0,2001-07-20,2003-11-17,1,3,1,5,Regular
18792,8968,1,200.0,200.0,2001-01-22,2001-01-22,1,1,2,4,At Risk / Lapsed
18801,3702,12,500.0,100.0,2000-03-27,2015-06-24,3,5,3,11,Regular
18804,2632,4,800.0,200.0,2014-09-30,2018-05-29,3,4,4,11,Regular
18817,8086,4,700.0,100.0,2000-07-03,2003-06-23,1,4,4,9,Regular
18818,8825,1,150.0,150.0,2001-06-14,2001-06-14,1,1,2,4,At Risk / Lapsed
18819,8086,1,100.0,100.0,2003-06-23,2003-06-23,1,1,1,3,At Risk / Lapsed
18821,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
18824,2630,4,800.0,200.0,2016-02-29,2018-05-31,3,4,4,11,Regular
18832,3339,19,1850.0,50.0,2000-08-07,2016-06-21,3,5,5,13,Regular
18835,2965,2,150.0,100.0,2006-06-30,2017-06-30,3,2,2,7,Regular
18839,8092,1,250.0,250.0,2003-06-17,2003-06-17,1,1,2,4,At Risk / Lapsed
18860,4858,8,750.0,100.0,2001-08-02,2012-04-24,2,5,4,11,Regular
18864,1517,5,350.0,50.0,2014-07-14,2021-06-17,4,4,3,11,Loyal
18872,7349,1,50.0,50.0,2005-06-29,2005-06-29,1,1,1,3,At Risk / Lapsed
18873,4625,4,700.0,200.0,2003-06-30,2012-12-13,2,4,4,10,Regular
18874,4792,8,300.0,25.0,2000-06-16,2012-06-29,2,5,3,10,Regular
18877,1170,2,400.0,200.0,2020-06-25,2022-05-30,4,2,3,9,Regular
18883,2960,6,330.0,50.0,2002-06-27,2017-07-05,3,4,3,10,Regular
18884,488,8,3240.0,2500.0,2000-06-29,2024-04-11,5,5,5,15,Champion
18889,2966,4,250.0,50.0,2005-05-30,2017-06-29,3,4,2,9,Regular
18894,1896,38,255000.0,15000.0,2000-06-29,2020-06-03,4,5,5,14,Champion
18895,53,4,55000.0,10000.0,2021-06-02,2025-06-20,5,4,5,14,Champion
18900,5528,3,500.0,250.0,2005-06-29,2010-06-24,2,3,3,8,Regular
18911,5892,1,50.0,50.0,2009-06-25,2009-06-25,2,1,1,4,At Risk / Lapsed
18916,6256,1,100.0,100.0,2008-06-26,2008-06-26,2,1,1,4,At Risk / Lapsed
18919,2328,17,61300.0,5000.0,2001-01-08,2019-03-29,4,5,5,14,Champion
18937,1113,11,2730.0,2000.0,2000-06-16,2022-07-26,4,5,5,14,Champion
18949,3940,3,2200.0,1000.0,2004-10-12,2014-10-29,3,3,5,11,Regular
18951,8069,1,100.0,100.0,2003-07-10,2003-07-10,1,1,1,3,At Risk / Lapsed
18953,7349,6,1750.0,250.0,2000-02-28,2005-06-29,1,4,5,10,Regular
18958,50,5,1500.0,500.0,2021-06-17,2025-06-23,5,4,4,13,Champion
18964,8275,1,25.0,25.0,2002-12-16,2002-12-16,1,1,1,3,At Risk / Lapsed
18965,1869,6,1000.0,500.0,2000-06-29,2020-06-30,4,4,4,12,Champion
18985,6290,3,5500.0,2500.0,2003-06-30,2008-05-23,2,3,5,10,Regular
18986,999,16,2365.0,250.0,2005-06-15,2022-11-17,5,5,5,15,Champion
18988,7356,1,200.0,200.0,2005-06-22,2005-06-22,1,1,2,4,At Risk / Lapsed
18992,5530,4,200.0,50.0,2005-06-29,2010-06-22,2,4,2,8,Regular
18993,8077,2,100.0,50.0,2003-06-30,2003-07-02,1,2,1,4,At Risk / Lapsed
18997,4795,12,2200.0,200.0,2000-03-03,2012-06-26,2,5,5,12,Regular
18998,1811,8,1400.0,100.0,2013-06-27,2020-08-27,4,5,4,13,Champion
19004,6993,1,1000.0,1000.0,2006-06-20,2006-06-20,2,1,4,7,Regular
19024,1517,1,500.0,500.0,2021-06-17,2021-06-17,4,1,3,8,Regular
19034,7348,2,200.0,100.0,2003-06-17,2005-06-30,1,2,2,5,At Risk / Lapsed
19035,7379,1,40.0,40.0,2005-05-30,2005-05-30,1,1,1,3,At Risk / Lapsed
19046,6629,2,80.0,50.0,2005-06-10,2007-06-19,2,2,1,5,At Risk / Lapsed
19053,7379,19,18600.0,500.0,2000-07-03,2005-05-30,1,5,5,11,Regular
19054,376,22,22450.0,500.0,2006-11-29,2024-08-01,5,5,5,15,Champion
19060,344,3,8330.0,3030.0,2005-06-10,2024-09-02,5,3,5,13,Loyal
19066,6385,2,230.0,200.0,2001-07-12,2008-02-18,2,2,2,6,At Risk / Lapsed
19075,29,20,22450.0,500.0,2006-06-27,2025-07-14,5,5,5,15,Champion
19079,4065,10,2550.0,1000.0,2005-08-23,2014-06-26,3,5,5,13,Regular
19081,2609,7,780.0,120.0,2012-11-16,2018-06-21,3,4,4,11,Regular
19089,2976,5,450.0,100.0,2007-06-29,2017-06-19,3,4,3,10,Regular
19095,56,7,900.0,250.0,2000-06-22,2025-06-17,5,4,4,13,Champion
19127,43,16,15250.0,2000.0,2000-06-02,2025-06-30,5,5,5,15,Champion
19138,1517,15,3300.0,250.0,2000-07-03,2021-06-17,4,5,5,14,Champion
19145,6983,6,180.0,25.0,2001-06-21,2006-06-30,2,4,2,8,Regular
19153,279,17,2350.0,500.0,2000-07-31,2024-11-06,5,5,5,15,Champion
19158,413,6,1800.0,500.0,2016-06-14,2024-06-25,5,4,5,14,Champion
19164,7518,4,800.0,100.0,2001-06-28,2005-01-11,1,4,4,9,Regular
19177,3354,1,100.0,100.0,2016-06-06,2016-06-06,3,1,1,5,Regular
19179,1162,7,820.0,175.0,2011-08-09,2022-06-07,4,4,4,12,Champion
19186,7349,1,50.0,50.0,2005-06-29,2005-06-29,1,1,1,3,At Risk / Lapsed
19231,4065,6,3400.0,1000.0,2005-06-30,2014-06-26,3,4,5,12,Regular
19232,3696,1,1000.0,1000.0,2015-06-30,2015-06-30,3,1,4,8,Regular
19236,1068,1,5000.0,5000.0,2022-09-09,2022-09-09,4,1,5,10,High Potential
19241,7553,1,50.0,50.0,2004-12-07,2004-12-07,1,1,1,3,At Risk / Lapsed
19245,1533,3,550.0,100.0,2010-07-26,2021-06-01,4,3,3,10,Loyal
19248,8404,1,250.0,250.0,2002-08-09,2002-08-09,1,1,2,4,At Risk / Lapsed
19252,7609,1,50.0,50.0,2004-10-12,2004-10-12,1,1,1,3,At Risk / Lapsed
19264,50,19,1540.0,50.0,2000-07-03,2025-06-23,5,5,4,14,Champion
19268,3714,1,500.0,500.0,2015-06-12,2015-06-12,3,1,3,7,Regular
19278,8825,2,60.0,30.0,2000-06-16,2001-06-14,1,2,1,4,At Risk / Lapsed
19311,60,26,6200.0,250.0,2000-06-22,2025-06-13,5,5,5,15,Champion
19341,1516,3,1250.0,500.0,2000-06-09,2021-06-18,4,3,4,11,Loyal
19347,670,2,1050.0,1000.0,2005-05-30,2023-10-12,5,2,4,11,High Potential
19367,9182,1,70.0,70.0,2000-06-22,2000-06-22,1,1,1,3,At Risk / Lapsed
19402,9157,1,50.0,50.0,2000-07-17,2000-07-17,1,1,1,3,At Risk / Lapsed
19404,4403,2,1100.0,1000.0,2000-06-16,2013-07-23,3,2,4,9,Regular
19410,9171,1,30.0,30.0,2000-07-03,2000-07-03,1,1,1,3,At Risk / Lapsed
19430,4290,3,600.0,200.0,2013-03-13,2013-11-13,3,3,3,9,Regular
19432,2097,1,2000.0,2000.0,2019-11-15,2019-11-15,4,1,5,10,High Potential
19436,8091,1,50.0,50.0,2003-06-18,2003-06-18,1,1,1,3,At Risk / Lapsed
19452,4290,1,200.0,200.0,2013-11-13,2013-11-13,3,1,2,6,Regular
19460,62,5,1700.0,300.0,2009-06-24,2025-06-11,5,4,4,13,Champion
19461,783,17,14150.0,5000.0,2012-11-05,2023-06-21,5,5,5,15,Champion
19463,2304,10,1050.0,75.0,2007-06-28,2019-04-22,4,5,4,13,Champion
19466,999,3,500.0,200.0,2017-04-03,2022-11-17,5,3,3,11,Loyal
19468,2925,4,800.0,200.0,2016-04-01,2017-08-09,3,4,4,11,Regular
19474,2175,2,400.0,200.0,2019-05-15,2019-08-29,4,2,3,9,Regular
19483,61,22,24850.0,1000.0,2005-06-30,2025-06-12,5,5,5,15,Champion
19486,784,3,475.0,200.0,2021-06-17,2023-06-20,5,3,3,11,Loyal
19495,2204,8,1600.0,200.0,2017-02-09,2019-07-31,4,5,4,13,Champion
19502,7713,1,100.0,100.0,2004-06-30,2004-06-30,1,1,1,3,At Risk / Lapsed
19506,2352,2,400.0,200.0,2018-02-28,2019-03-05,4,2,3,9,Regular
19511,3091,11,2200.0,200.0,2013-03-13,2017-02-24,3,5,5,13,Regular
19517,53,3,250.0,100.0,2021-06-17,2025-06-20,5,3,2,10,Loyal
19525,8454,1,50.0,50.0,2002-06-20,2002-06-20,1,1,1,3,At Risk / Lapsed
19530,2540,3,600.0,200.0,2018-02-22,2018-08-29,3,3,3,9,Regular
19532,4068,1,100.0,100.0,2014-06-23,2014-06-23,3,1,1,5,Regular
19540,2380,1,200.0,200.0,2019-02-05,2019-02-05,4,1,2,7,Regular
19552,5530,5,500.0,100.0,2000-06-09,2010-06-22,2,4,3,9,Regular
19557,3969,3,1000.0,200.0,2013-03-13,2014-09-30,3,3,4,10,Regular
19560,4733,1,1000.0,1000.0,2012-08-27,2012-08-27,2,1,4,7,Regular
19567,6830,1,100.0,100.0,2006-11-30,2006-11-30,2,1,1,4,At Risk / Lapsed
19569,6255,3,50.0,20.0,2005-05-30,2008-06-27,2,3,1,6,Regular
19581,6256,2,70.0,40.0,2000-06-16,2008-06-26,2,2,1,5,At Risk / Lapsed
19582,7680,7,400.0,50.0,2000-06-22,2004-08-02,1,4,3,8,Regular
19583,7348,1,100.0,100.0,2005-06-30,2005-06-30,1,1,1,3,At Risk / Lapsed
19585,4733,7,26500.0,500.0,2001-06-15,2012-08-27,2,4,5,11,Regular
19592,8435,3,50.0,10.0,2000-07-10,2002-07-09,1,3,1,5,Regular
19597,16,23,234391.41999999998,20000.0,2004-08-31,2025-07-27,5,5,5,15,Champion
19605,798,7,6750.0,500.0,2014-06-02,2023-06-06,5,4,5,14,Champion
19610,4843,7,600.0,100.0,2005-07-29,2012-05-09,2,4,3,9,Regular
19611,7348,3,130.0,50.0,2001-06-26,2005-06-30,1,3,2,6,Regular
19612,8455,1,50.0,50.0,2002-06-19,2002-06-19,1,1,1,3,At Risk / Lapsed
19615,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
19635,1533,1,250.0,250.0,2021-06-01,2021-06-01,4,1,2,7,Regular
19646,9154,1,30.0,30.0,2000-07-20,2000-07-20,1,1,1,3,At Risk / Lapsed
19658,1098,2,150.0,100.0,2003-06-23,2022-08-10,4,2,2,8,Regular
19661,2605,2,400.0,200.0,2016-06-24,2018-06-25,3,2,3,8,Regular
19669,1026,10,138822.52,31997.19,2000-07-25,2022-10-21,5,5,5,15,Champion
19687,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
19690,3575,3,475.0,125.0,2004-06-28,2015-10-29,3,3,3,9,Regular
19704,7349,6,1500.0,250.0,2000-06-16,2005-06-29,1,4,4,9,Regular
19705,2994,4,700.0,200.0,2010-06-24,2017-06-01,3,4,4,11,Regular
19710,8387,4,325.0,175.0,2000-06-09,2002-08-26,1,4,3,8,Regular
19715,55,4,1600.0,1000.0,2000-04-10,2025-06-18,5,4,4,13,Champion
19717,8275,1,1000.0,1000.0,2002-12-16,2002-12-16,1,1,4,6,Regular
19718,4065,10,550.0,20.0,2004-10-22,2014-06-26,3,5,3,11,Regular
19726,8446,3,300.0,100.0,2000-10-30,2002-06-28,1,3,3,7,Regular
19738,3107,13,5540.0,5000.0,2000-06-16,2017-02-08,3,5,5,13,Regular
19739,1517,1,200.0,200.0,2021-06-17,2021-06-17,4,1,2,7,Regular
19744,8447,1,25.0,25.0,2002-06-27,2002-06-27,1,1,1,3,At Risk / Lapsed
19746,1517,1,200.0,200.0,2021-06-17,2021-06-17,4,1,2,7,Regular
19750,1198,21,5000.0,200.0,2013-03-13,2022-05-02,4,5,5,14,Champion
19754,4276,2,13742.22,1000.0,2004-03-23,2013-11-27,3,2,5,10,Regular
19755,5522,8,3000.0,500.0,2000-06-22,2010-06-30,2,5,5,12,Regular
19757,8736,2,200.0,100.0,2000-07-10,2001-09-11,1,2,2,5,At Risk / Lapsed
19762,9325,1,100.0,100.0,2000-01-31,2000-01-31,1,1,1,3,At Risk / Lapsed
19766,1517,13,3550.0,250.0,2000-06-09,2021-06-17,4,5,5,14,Champion
19769,1170,19,5700.0,750.0,2001-01-08,2022-05-30,4,5,5,14,Champion
19774,1530,18,11380.0,1000.0,2000-01-31,2021-06-04,4,5,5,14,Champion
19779,9073,1,10.0,10.0,2000-10-09,2000-10-09,1,1,1,3,At Risk / Lapsed
19787,6068,2,300.0,100.0,2003-08-19,2008-12-31,2,2,3,7,Regular
19790,1450,2,575.0,525.0,2016-06-15,2021-08-23,4,2,3,9,Regular
19792,6263,1,100.0,100.0,2008-06-19,2008-06-19,2,1,1,4,At Risk / Lapsed
19797,1786,14,4150.0,1010.0,2005-06-29,2020-09-21,4,5,5,14,Champion
19815,3686,1,120.0,120.0,2015-07-10,2015-07-10,3,1,2,6,Regular
19821,7949,3,800.0,50.0,2000-01-17,2003-11-07,1,3,4,8,Regular
19825,7349,4,250.0,50.0,2002-06-19,2005-06-29,1,4,2,7,Regular
19827,6983,7,1200.0,100.0,2000-06-22,2006-06-30,2,4,4,10,Regular
19836,8455,1,50.0,50.0,2002-06-19,2002-06-19,1,1,1,3,At Risk / Lapsed
19837,3004,10,1925.0,500.0,2000-06-02,2017-05-22,3,5,5,13,Regular
19838,7356,1,5.0,5.0,2005-06-22,2005-06-22,1,1,1,3,At Risk / Lapsed
19839,4023,1,200.0,200.0,2014-08-07,2014-08-07,3,1,2,6,Regular
19841,7064,21,132450.0,100000.0,2000-06-02,2006-04-10,2,5,5,12,Regular
19842,9182,1,200.0,200.0,2000-06-22,2000-06-22,1,1,2,4,At Risk / Lapsed
19843,8448,1,200.0,200.0,2002-06-26,2002-06-26,1,1,2,4,At Risk / Lapsed
19855,419,1,70.0,70.0,2024-06-19,2024-06-19,5,1,1,7,Regular
19858,2177,11,3800.0,200.0,2013-06-14,2019-08-27,4,5,5,14,Champion
19864,407,1,100.0,100.0,2024-07-01,2024-07-01,5,1,1,7,Regular
19878,5158,6,1450.0,200.0,2005-06-22,2011-06-29,2,4,4,10,Regular
19880,4066,15,3000.0,250.0,2000-06-02,2014-06-25,3,5,5,13,Regular
19899,377,12,5200.0,1000.0,2014-03-26,2024-07-31,5,5,5,15,Champion
19903,8806,1,50.0,50.0,2001-07-03,2001-07-03,1,1,1,3,At Risk / Lapsed
19912,57,6,11600.0,2500.0,2009-11-05,2025-06-16,5,4,5,14,Champion
19920,7349,1,100.0,100.0,2005-06-29,2005-06-29,1,1,1,3,At Risk / Lapsed
19936,4722,1,500.0,500.0,2012-09-07,2012-09-07,2,1,3,6,Regular
19937,8061,4,400.0,100.0,2000-07-31,2003-07-18,1,4,3,8,Regular
19939,1450,20,5129.19,229.19,2000-06-26,2021-08-23,4,5,5,14,Champion
19947,7379,1,20.0,20.0,2005-05-30,2005-05-30,1,1,1,3,At Risk / Lapsed
19950,7379,1,30.0,30.0,2005-05-30,2005-05-30,1,1,1,3,At Risk / Lapsed
19984,6206,4,350.0,100.0,2003-09-19,2008-08-15,2,4,3,9,Regular
20011,8012,2,200.0,100.0,2003-09-05,2003-09-05,1,2,2,5,At Risk / Lapsed
20014,7986,2,75.0,50.0,2000-06-16,2003-10-01,1,2,1,4,At Risk / Lapsed
20017,1562,23,2262800.0,1230000.0,2002-06-20,2021-05-03,4,5,5,14,Champion
20024,1168,6,18950.0,7500.0,2005-05-30,2022-06-01,4,4,5,13,Champion
20026,6126,1,50.0,50.0,2008-11-03,2008-11-03,2,1,1,4,At Risk / Lapsed
20030,3766,2,400.0,200.0,2014-03-26,2015-04-21,3,2,3,8,Regular
20034,3431,4,800.0,200.0,2013-03-13,2016-03-21,3,4,4,11,Regular
20043,4722,1,100.0,100.0,2012-09-07,2012-09-07,2,1,1,4,At Risk / Lapsed
20053,7998,1,100.0,100.0,2003-09-19,2003-09-19,1,1,1,3,At Risk / Lapsed
20054,412,11,1600.0,100.0,2000-06-22,2024-06-26,5,5,4,14,Champion
20056,8111,1,500.0,500.0,2003-05-29,2003-05-29,1,1,3,5,Regular
20061,412,5,2150.0,1000.0,2007-07-26,2024-06-26,5,4,5,14,Champion
20066,1140,4,8900.0,3000.0,2018-06-13,2022-06-29,4,4,5,13,Champion
20094,5130,1,100.0,100.0,2011-07-27,2011-07-27,2,1,1,4,At Risk / Lapsed
20097,788,18,5870.0,500.0,2004-07-29,2023-06-16,5,5,5,15,Champion
20098,7294,1,50.0,50.0,2005-08-23,2005-08-23,2,1,1,4,At Risk / Lapsed
20099,2611,2,200.0,100.0,2017-08-22,2018-06-19,3,2,2,7,Regular
20100,2254,13,14732.94,1800.0,2001-07-30,2019-06-11,4,5,5,14,Champion
20102,6619,3,350.0,150.0,2001-06-15,2007-06-29,2,3,3,8,Regular
20105,3319,2,300.0,100.0,2008-06-30,2016-07-11,3,2,3,8,Regular
20108,7139,1,20000.0,20000.0,2006-01-25,2006-01-25,2,1,5,8,Regular
20118,7356,8,870.0,100.0,2000-06-09,2005-06-22,1,5,4,10,Regular
20123,6880,3,800.0,100.0,2003-06-17,2006-10-11,2,3,4,9,Regular
20125,5460,1,5000.0,5000.0,2010-08-31,2010-08-31,2,1,5,8,Regular
20126,2122,14,2730.0,250.0,2002-10-15,2019-10-21,4,5,5,14,Champion
20143,5906,3,300.0,100.0,2003-08-27,2009-06-11,2,3,3,8,Regular
20152,6629,1,50.0,50.0,2007-06-19,2007-06-19,2,1,1,4,At Risk / Lapsed
20154,8021,1,50.0,50.0,2003-08-27,2003-08-27,1,1,1,3,At Risk / Lapsed
20155,6412,1,500.0,500.0,2008-01-22,2008-01-22,2,1,3,6,Regular
20160,1065,19,3800.0,200.0,2013-03-13,2022-09-12,4,5,5,14,Champion
20187,7349,2,150.0,100.0,2003-06-24,2005-06-29,1,2,2,5,At Risk / Lapsed
20201,5522,17,2290.0,50.0,2000-06-02,2010-06-30,2,5,5,12,Regular
20213,4710,1,100.0,100.0,2012-09-19,2012-09-19,2,1,1,4,At Risk / Lapsed
20217,8446,1,100.0,100.0,2002-06-28,2002-06-28,1,1,1,3,At Risk / Lapsed
20245,4436,3,400.0,200.0,2012-06-29,2013-06-20,3,3,3,9,Regular
20254,8404,2,100.0,50.0,2000-06-29,2002-08-09,1,2,1,4,At Risk / Lapsed
20274,1517,1,200.0,200.0,2021-06-17,2021-06-17,4,1,2,7,Regular
20277,4824,3,200.0,100.0,2005-08-31,2012-05-28,2,3,2,7,Regular
20311,2435,1,125.0,125.0,2018-12-12,2018-12-12,3,1,2,6,Regular
20334,61,7,1400.0,200.0,2023-06-02,2025-06-12,5,4,4,13,Champion
20353,2604,9,1560.0,300.0,2010-06-23,2018-06-26,3,5,4,12,Regular
20357,175,4,800.0,200.0,2020-07-31,2025-02-18,5,4,4,13,Champion
20358,8422,3,110.0,10.0,2000-06-09,2002-07-22,1,3,2,6,Regular
20370,2462,3,310.0,100.0,2016-08-22,2018-11-15,3,3,3,9,Regular
20374,707,6,1200.0,200.0,2018-02-09,2023-09-05,5,4,4,13,Champion
20384,1517,1,2500.0,2500.0,2021-06-17,2021-06-17,4,1,5,10,High Potential
20396,2723,1,200.0,200.0,2018-02-27,2018-02-27,3,1,2,6,Regular
20415,3109,3,460.0,60.0,2015-09-11,2017-02-06,3,3,3,9,Regular
20426,1517,2,300.0,100.0,2017-02-03,2021-06-17,4,2,3,9,Regular
20434,8275,3,50.0,25.0,2000-06-09,2002-12-16,1,3,1,5,Regular
20439,3420,4,800.0,200.0,2015-04-21,2016-04-01,3,4,4,11,Regular
20445,1105,5,1400.0,200.0,2017-02-13,2022-08-03,4,4,4,12,Champion
20447,43,5,750.0,500.0,2004-06-21,2025-06-30,5,4,4,13,Champion
20448,1289,12,4350.0,600.0,2013-03-13,2022-01-31,4,5,5,14,Champion
20451,1517,6,1700.0,150.0,2003-09-19,2021-06-17,4,4,4,12,Champion
20452,6629,6,650.0,150.0,2000-06-29,2007-06-19,2,4,4,10,Regular
20455,7718,6,500.0,100.0,2000-06-09,2004-06-25,1,4,3,8,Regular
20461,4535,1,200.0,200.0,2013-03-13,2013-03-13,2,1,2,5,At Risk / Lapsed
20471,2283,2,800.0,200.0,2016-04-01,2019-05-13,4,2,4,10,High Potential
20477,1517,1,100.0,100.0,2021-06-17,2021-06-17,4,1,1,6,Regular
20491,6532,1,100.0,100.0,2007-09-24,2007-09-24,2,1,1,4,At Risk / Lapsed
20507,9188,1,100.0,100.0,2000-06-16,2000-06-16,1,1,1,3,At Risk / Lapsed
20514,6983,7,210.0,25.0,2000-06-16,2006-06-30,2,4,2,8,Regular
20520,8448,3,750.0,250.0,2000-06-09,2002-06-26,1,3,4,8,Regular
20523,6620,8,625.0,50.0,2000-06-16,2007-06-28,2,5,4,11,Regular
20526,4066,7,370.0,50.0,2003-06-16,2014-06-25,3,4,3,10,Regular
